state,year,quarter,district,registered_users,year_quarter
telangana,2018,4,medchal malkajgiri,1056739,2018-Q4
telangana,2018,4,sangareddy,281038,2018-Q4
telangana,2018,4,warangal urban,249500,2018-Q4
telangana,2018,4,karimnagar,182600,2018-Q4
telangana,2018,4,nalgonda,171002,2018-Q4
telangana,2018,4,khammam,168485,2018-Q4
telangana,2018,4,nizamabad,150190,2018-Q4
telangana,2018,4,peddapalle,124191,2018-Q4
telangana,2018,1,hyderabad,655175,2018-Q1
telangana,2018,1,rangareddy,635175,2018-Q1
telangana,2018,1,medchal malkajgiri,549429,2018-Q1
telangana,2018,1,sangareddy,142807,2018-Q1
telangana,2018,1,warangal urban,133840,2018-Q1
telangana,2018,1,karimnagar,100028,2018-Q1
telangana,2018,1,khammam,84941,2018-Q1
telangana,2018,1,nalgonda,84459,2018-Q1
telangana,2018,1,nizamabad,77516,2018-Q1
telangana,2018,1,peddapalle,67418,2018-Q1
telangana,2024,3,rangareddy,5769438,2024-Q3
telangana,2024,3,hyderabad,5757304,2024-Q3
telangana,2024,3,medchal malkajgiri,4907703,2024-Q3
telangana,2024,3,sangareddy,1478576,2024-Q3
telangana,2024,3,nizamabad,891370,2024-Q3
telangana,2024,3,nalgonda,835287,2024-Q3
telangana,2024,3,khammam,804962,2024-Q3
telangana,2024,3,karimnagar,745395,2024-Q3
telangana,2024,3,hanumakonda,712869,2024-Q3
telangana,2024,3,bhadradri kothagudem,599724,2024-Q3
telangana,2024,2,hyderabad,6138190,2024-Q2
telangana,2024,2,rangareddy,5331711,2024-Q2
telangana,2024,2,medchal malkajgiri,4507995,2024-Q2
telangana,2024,2,sangareddy,1463908,2024-Q2
telangana,2024,2,warangal urban,1159405,2024-Q2
telangana,2024,2,nalgonda,1013537,2024-Q2
telangana,2024,2,khammam,961211,2024-Q2
telangana,2024,2,nizamabad,923061,2024-Q2
telangana,2024,2,karimnagar,867377,2024-Q2
telangana,2024,2,bhadradri kothagudem,691518,2024-Q2
telangana,2024,4,rangareddy,5988320,2024-Q4
telangana,2024,4,hyderabad,5916910,2024-Q4
telangana,2024,4,medchal malkajgiri,5063017,2024-Q4
telangana,2024,4,sangareddy,1526801,2024-Q4
telangana,2024,4,nizamabad,918096,2024-Q4
telangana,2024,4,nalgonda,856881,2024-Q4
telangana,2024,4,khammam,825840,2024-Q4
telangana,2024,4,karimnagar,765956,2024-Q4
telangana,2024,4,hanumakonda,734921,2024-Q4
telangana,2024,4,bhadradri kothagudem,617451,2024-Q4
telangana,2024,1,hyderabad,5928930,2024-Q1
telangana,2024,1,rangareddy,5149421,2024-Q1
telangana,2024,1,medchal malkajgiri,4352811,2024-Q1
telangana,2024,1,sangareddy,1411306,2024-Q1
telangana,2024,1,warangal urban,1117693,2024-Q1
telangana,2024,1,nalgonda,975830,2024-Q1
telangana,2024,1,khammam,925918,2024-Q1
telangana,2024,1,nizamabad,889165,2024-Q1
telangana,2024,1,karimnagar,835681,2024-Q1
telangana,2024,1,bhadradri kothagudem,666127,2024-Q1
telangana,2023,3,hyderabad,5543537,2023-Q3
telangana,2023,3,rangareddy,4809474,2023-Q3
telangana,2023,3,medchal malkajgiri,4064256,2023-Q3
telangana,2023,3,sangareddy,1310211,2023-Q3
telangana,2023,3,warangal urban,1039220,2023-Q3
telangana,2023,3,nalgonda,902281,2023-Q3
telangana,2023,3,khammam,857112,2023-Q3
telangana,2023,3,nizamabad,823846,2023-Q3
telangana,2023,3,karimnagar,775594,2023-Q3
telangana,2023,3,bhadradri kothagudem,616038,2023-Q3
telangana,2023,2,hyderabad,5349842,2023-Q2
telangana,2023,2,rangareddy,4638501,2023-Q2
telangana,2023,2,medchal malkajgiri,3918732,2023-Q2
telangana,2023,2,sangareddy,1259927,2023-Q2
telangana,2023,2,warangal urban,1000275,2023-Q2
telangana,2023,2,nalgonda,866073,2023-Q2
telangana,2023,2,khammam,822976,2023-Q2
telangana,2023,2,nizamabad,792269,2023-Q2
telangana,2023,2,karimnagar,745882,2023-Q2
telangana,2023,2,bhadradri kothagudem,591314,2023-Q2
telangana,2023,4,hyderabad,5720710,2023-Q4
telangana,2023,4,rangareddy,4964411,2023-Q4
telangana,2023,4,medchal malkajgiri,4195726,2023-Q4
telangana,2023,4,sangareddy,1356536,2023-Q4
telangana,2023,4,warangal urban,1075692,2023-Q4
telangana,2023,4,nalgonda,936167,2023-Q4
telangana,2023,4,khammam,888902,2023-Q4
telangana,2023,4,nizamabad,854338,2023-Q4
telangana,2023,4,karimnagar,803398,2023-Q4
telangana,2023,4,bhadradri kothagudem,638916,2023-Q4
telangana,2023,1,hyderabad,5176899,2023-Q1
telangana,2023,1,rangareddy,4483193,2023-Q1
telangana,2023,1,medchal malkajgiri,3787461,2023-Q1
telangana,2023,1,sangareddy,1212607,2023-Q1
telangana,2023,1,warangal urban,964802,2023-Q1
telangana,2023,1,nalgonda,830827,2023-Q1
telangana,2023,1,khammam,790500,2023-Q1
telangana,2023,1,nizamabad,761985,2023-Q1
telangana,2023,1,karimnagar,718193,2023-Q1
telangana,2023,1,bhadradri kothagudem,567571,2023-Q1
telangana,2020,3,hyderabad,2875965,2020-Q3
telangana,2020,3,rangareddy,2495699,2020-Q3
telangana,2020,3,medchal malkajgiri,2111567,2020-Q3
telangana,2020,3,sangareddy,649580,2020-Q3
telangana,2020,3,warangal urban,535485,2020-Q3
telangana,2020,3,nalgonda,435022,2020-Q3
telangana,2020,3,khammam,421101,2020-Q3
telangana,2020,3,nizamabad,405678,2020-Q3
telangana,2020,3,karimnagar,394328,2020-Q3
telangana,2020,3,bhadradri kothagudem,297785,2020-Q3
telangana,2020,2,hyderabad,2653534,2020-Q2
telangana,2020,2,rangareddy,2313748,2020-Q2
telangana,2020,2,medchal malkajgiri,1963353,2020-Q2
telangana,2020,2,sangareddy,593360,2020-Q2
telangana,2020,2,warangal urban,495066,2020-Q2
telangana,2020,2,nalgonda,393199,2020-Q2
telangana,2020,2,khammam,380382,2020-Q2
telangana,2020,2,karimnagar,362986,2020-Q2
telangana,2020,2,nizamabad,362663,2020-Q2
telangana,2020,2,siddipet,269076,2020-Q2
telangana,2020,4,hyderabad,3142385,2020-Q4
telangana,2020,4,rangareddy,2704868,2020-Q4
telangana,2020,4,medchal malkajgiri,2282695,2020-Q4
telangana,2020,4,sangareddy,711551,2020-Q4
telangana,2020,4,warangal urban,579306,2020-Q4
telangana,2020,4,nalgonda,478409,2020-Q4
telangana,2020,4,khammam,461801,2020-Q4
telangana,2020,4,nizamabad,449731,2020-Q4
telangana,2020,4,karimnagar,428019,2020-Q4
telangana,2020,4,bhadradri kothagudem,328326,2020-Q4
telangana,2020,1,hyderabad,2483843,2020-Q1
telangana,2020,1,rangareddy,2166829,2020-Q1
telangana,2020,1,medchal malkajgiri,1845599,2020-Q1
telangana,2020,1,sangareddy,542540,2020-Q1
telangana,2020,1,warangal urban,457591,2020-Q1
telangana,2020,1,nalgonda,351793,2020-Q1
telangana,2020,1,khammam,340747,2020-Q1
telangana,2020,1,karimnagar,334300,2020-Q1
telangana,2020,1,nizamabad,320572,2020-Q1
telangana,2020,1,siddipet,245168,2020-Q1
telangana,2019,3,hyderabad,2071673,2019-Q3
telangana,2019,3,rangareddy,1826019,2019-Q3
telangana,2019,3,medchal malkajgiri,1572320,2019-Q3
telangana,2019,3,sangareddy,441944,2019-Q3
telangana,2019,3,warangal urban,381730,2019-Q3
telangana,2019,3,karimnagar,274735,2019-Q3
telangana,2019,3,nalgonda,274568,2019-Q3
telangana,2019,3,khammam,270101,2019-Q3
telangana,2019,3,nizamabad,248977,2019-Q3
telangana,2019,3,siddipet,196397,2019-Q3
telangana,2019,2,hyderabad,1856926,2019-Q2
telangana,2019,2,rangareddy,1651300,2019-Q2
telangana,2019,2,medchal malkajgiri,1428880,2019-Q2
telangana,2019,2,sangareddy,395371,2019-Q2
telangana,2019,2,warangal urban,342602,2019-Q2
telangana,2019,2,karimnagar,246886,2019-Q2
telangana,2019,2,nalgonda,243227,2019-Q2
telangana,2019,2,khammam,239435,2019-Q2
telangana,2019,2,nizamabad,217841,2019-Q2
telangana,2019,2,siddipet,175413,2019-Q2
telangana,2019,4,hyderabad,2283903,2019-Q4
telangana,2019,4,rangareddy,2001437,2019-Q4
telangana,2019,4,medchal malkajgiri,1714832,2019-Q4
telangana,2019,4,sangareddy,493353,2019-Q4
telangana,2019,4,warangal urban,421970,2019-Q4
telangana,2019,4,nalgonda,312849,2019-Q4
telangana,2019,4,karimnagar,305507,2019-Q4
telangana,2019,4,khammam,304804,2019-Q4
telangana,2019,4,nizamabad,284623,2019-Q4
telangana,2019,4,siddipet,221164,2019-Q4
telangana,2019,1,hyderabad,1638436,2019-Q1
telangana,2019,1,rangareddy,1470874,2019-Q1
telangana,2019,1,medchal malkajgiri,1279531,2019-Q1
telangana,2019,1,sangareddy,346529,2019-Q1
telangana,2019,1,warangal urban,301881,2019-Q1
telangana,2019,1,karimnagar,218609,2019-Q1
telangana,2019,1,nalgonda,211184,2019-Q1
telangana,2019,1,khammam,206049,2019-Q1
telangana,2019,1,nizamabad,186351,2019-Q1
telangana,2019,1,siddipet,152281,2019-Q1
telangana,2022,3,hyderabad,4739891,2022-Q3
telangana,2022,3,rangareddy,4105107,2022-Q3
telangana,2022,3,medchal malkajgiri,3463208,2022-Q3
telangana,2022,3,sangareddy,1106571,2022-Q3
telangana,2022,3,warangal urban,881363,2022-Q3
telangana,2022,3,nalgonda,758377,2022-Q3
telangana,2022,3,khammam,721877,2022-Q3
telangana,2022,3,nizamabad,697031,2022-Q3
telangana,2022,3,karimnagar,656534,2022-Q3
telangana,2022,3,bhadradri kothagudem,517431,2022-Q3
telangana,2022,2,hyderabad,4519625,2022-Q2
telangana,2022,2,rangareddy,3911372,2022-Q2
telangana,2022,2,medchal malkajgiri,3297882,2022-Q2
telangana,2022,2,sangareddy,1051378,2022-Q2
telangana,2022,2,warangal urban,838533,2022-Q2
telangana,2022,2,nalgonda,719911,2022-Q2
telangana,2022,2,khammam,685755,2022-Q2
telangana,2022,2,nizamabad,662427,2022-Q2
telangana,2022,2,karimnagar,624054,2022-Q2
telangana,2022,2,bhadradri kothagudem,491003,2022-Q2
telangana,2022,4,hyderabad,4962214,2022-Q4
telangana,2022,4,rangareddy,4296707,2022-Q4
telangana,2022,4,medchal malkajgiri,3628619,2022-Q4
telangana,2022,4,sangareddy,1159594,2022-Q4
telangana,2022,4,warangal urban,923715,2022-Q4
telangana,2022,4,nalgonda,793688,2022-Q4
telangana,2022,4,khammam,755705,2022-Q4
telangana,2022,4,nizamabad,729287,2022-Q4
telangana,2022,4,karimnagar,687385,2022-Q4
telangana,2022,4,bhadradri kothagudem,542203,2022-Q4
telangana,2022,1,hyderabad,4306136,2022-Q1
telangana,2022,1,rangareddy,3722676,2022-Q1
telangana,2022,1,medchal malkajgiri,3138387,2022-Q1
telangana,2022,1,sangareddy,997988,2022-Q1
telangana,2022,1,warangal urban,797162,2022-Q1
telangana,2022,1,nalgonda,681754,2022-Q1
telangana,2022,1,khammam,650223,2022-Q1
telangana,2022,1,nizamabad,628661,2022-Q1
telangana,2022,1,karimnagar,592752,2022-Q1
telangana,2022,1,bhadradri kothagudem,465349,2022-Q1
odisha,2021,3,khordha,1618171,2021-Q3
odisha,2021,3,cuttack,900706,2021-Q3
odisha,2021,3,ganjam,831869,2021-Q3
odisha,2021,3,baleshwar,641826,2021-Q3
odisha,2021,3,jajapur,558822,2021-Q3
odisha,2021,3,sundargarh,520155,2021-Q3
odisha,2021,3,puri,497069,2021-Q3
odisha,2021,3,bhadrak,423068,2021-Q3
odisha,2021,3,kendujhar,410049,2021-Q3
odisha,2021,3,mayurbhanj,371425,2021-Q3
odisha,2021,2,khordha,1511068,2021-Q2
odisha,2021,2,cuttack,838924,2021-Q2
odisha,2021,2,ganjam,772409,2021-Q2
odisha,2021,2,baleshwar,596366,2021-Q2
odisha,2021,2,jajapur,518570,2021-Q2
odisha,2021,2,sundargarh,482937,2021-Q2
odisha,2021,2,puri,462146,2021-Q2
odisha,2021,2,bhadrak,392928,2021-Q2
odisha,2021,2,kendujhar,379263,2021-Q2
odisha,2021,2,mayurbhanj,342898,2021-Q2
odisha,2021,4,khordha,1725313,2021-Q4
odisha,2021,4,cuttack,962341,2021-Q4
odisha,2021,4,ganjam,889686,2021-Q4
odisha,2021,4,baleshwar,685881,2021-Q4
odisha,2021,4,jajapur,598043,2021-Q4
odisha,2021,4,sundargarh,556973,2021-Q4
odisha,2021,4,puri,531127,2021-Q4
odisha,2021,4,bhadrak,452384,2021-Q4
odisha,2021,4,kendujhar,440078,2021-Q4
odisha,2021,4,mayurbhanj,399076,2021-Q4
odisha,2021,1,khordha,1415897,2021-Q1
odisha,2021,1,cuttack,784846,2021-Q1
odisha,2021,1,ganjam,721311,2021-Q1
odisha,2021,1,baleshwar,557273,2021-Q1
odisha,2021,1,jajapur,484003,2021-Q1
odisha,2021,1,sundargarh,450776,2021-Q1
odisha,2021,1,puri,431553,2021-Q1
odisha,2021,1,bhadrak,366825,2021-Q1
odisha,2021,1,kendujhar,352967,2021-Q1
odisha,2021,1,mayurbhanj,318465,2021-Q1
odisha,2018,3,khordha,499472,2018-Q3
odisha,2018,3,cuttack,239067,2018-Q3
odisha,2018,3,ganjam,217114,2018-Q3
odisha,2018,3,baleshwar,180370,2018-Q3
odisha,2018,3,jajapur,149049,2018-Q3
odisha,2018,3,sundargarh,130288,2018-Q3
odisha,2018,3,puri,124859,2018-Q3
odisha,2018,3,kendujhar,108387,2018-Q3
odisha,2018,3,bhadrak,105030,2018-Q3
odisha,2018,3,anugul,97856,2018-Q3
odisha,2018,2,khordha,406689,2018-Q2
odisha,2018,2,cuttack,187723,2018-Q2
odisha,2018,2,ganjam,169386,2018-Q2
odisha,2018,2,baleshwar,139968,2018-Q2
odisha,2018,2,jajapur,114580,2018-Q2
odisha,2018,2,sundargarh,102838,2018-Q2
odisha,2018,2,puri,97920,2018-Q2
odisha,2018,2,kendujhar,83050,2018-Q2
odisha,2018,2,bhadrak,81249,2018-Q2
odisha,2018,2,anugul,76885,2018-Q2
odisha,2018,4,khordha,626645,2018-Q4
odisha,2018,4,cuttack,310337,2018-Q4
odisha,2018,4,ganjam,279943,2018-Q4
odisha,2018,4,baleshwar,231913,2018-Q4
odisha,2018,4,jajapur,201210,2018-Q4
odisha,2018,4,sundargarh,166328,2018-Q4
odisha,2018,4,puri,163528,2018-Q4
odisha,2018,4,kendujhar,142222,2018-Q4
odisha,2018,4,bhadrak,141565,2018-Q4
odisha,2018,4,anugul,124644,2018-Q4
odisha,2018,1,khordha,308390,2018-Q1
odisha,2018,1,cuttack,135972,2018-Q1
odisha,2018,1,ganjam,126158,2018-Q1
odisha,2018,1,baleshwar,100919,2018-Q1
odisha,2018,1,jajapur,81133,2018-Q1
odisha,2018,1,sundargarh,75201,2018-Q1
odisha,2018,1,puri,69923,2018-Q1
odisha,2018,1,kendujhar,58968,2018-Q1
odisha,2018,1,bhadrak,58050,2018-Q1
odisha,2018,1,anugul,56617,2018-Q1
odisha,2024,3,khordha,2612529,2024-Q3
odisha,2024,3,cuttack,1424353,2024-Q3
odisha,2024,3,ganjam,1329930,2024-Q3
odisha,2024,3,baleswar,969225,2024-Q3
odisha,2024,3,sundargarh,939084,2024-Q3
odisha,2024,3,jajpur,891524,2024-Q3
odisha,2024,3,puri,768188,2024-Q3
odisha,2024,3,kendujhar,680217,2024-Q3
odisha,2024,3,mayurbhanj,670335,2024-Q3
odisha,2024,3,angul,628702,2024-Q3
odisha,2024,2,khordha,2674960,2024-Q2
odisha,2024,2,cuttack,1516911,2024-Q2
odisha,2024,2,ganjam,1414642,2024-Q2
odisha,2024,2,baleshwar,1089271,2024-Q2
odisha,2024,2,jajapur,952257,2024-Q2
odisha,2024,2,sundargarh,880693,2024-Q2
odisha,2024,2,puri,838847,2024-Q2
odisha,2024,2,bhadrak,717810,2024-Q2
odisha,2024,2,kendujhar,705536,2024-Q2
odisha,2024,2,mayurbhanj,642214,2024-Q2
odisha,2024,4,khordha,2701963,2024-Q4
odisha,2024,4,cuttack,1473377,2024-Q4
odisha,2024,4,ganjam,1380390,2024-Q4
odisha,2024,4,baleswar,1001946,2024-Q4
odisha,2024,4,sundargarh,971073,2024-Q4
odisha,2024,4,jajpur,921650,2024-Q4
odisha,2024,4,puri,793943,2024-Q4
odisha,2024,4,kendujhar,704473,2024-Q4
odisha,2024,4,mayurbhanj,696569,2024-Q4
odisha,2024,4,angul,649449,2024-Q4
odisha,2024,1,khordha,2577853,2024-Q1
odisha,2024,1,cuttack,1459368,2024-Q1
odisha,2024,1,ganjam,1360516,2024-Q1
odisha,2024,1,baleshwar,1047618,2024-Q1
odisha,2024,1,jajapur,915677,2024-Q1
odisha,2024,1,sundargarh,847722,2024-Q1
odisha,2024,1,puri,807052,2024-Q1
odisha,2024,1,bhadrak,690358,2024-Q1
odisha,2024,1,kendujhar,678417,2024-Q1
odisha,2024,1,mayurbhanj,617734,2024-Q1
odisha,2023,3,khordha,2395932,2023-Q3
odisha,2023,3,cuttack,1349987,2023-Q3
odisha,2023,3,ganjam,1256950,2023-Q3
odisha,2023,3,baleshwar,967259,2023-Q3
odisha,2023,3,jajapur,845882,2023-Q3
odisha,2023,3,sundargarh,783750,2023-Q3
odisha,2023,3,puri,746565,2023-Q3
odisha,2023,3,bhadrak,637667,2023-Q3
odisha,2023,3,kendujhar,624670,2023-Q3
odisha,2023,3,mayurbhanj,568108,2023-Q3
odisha,2023,2,khordha,2305026,2023-Q2
odisha,2023,2,cuttack,1297120,2023-Q2
odisha,2023,2,ganjam,1206180,2023-Q2
odisha,2023,2,baleshwar,928537,2023-Q2
odisha,2023,2,jajapur,812448,2023-Q2
odisha,2023,2,sundargarh,752827,2023-Q2
odisha,2023,2,puri,716985,2023-Q2
odisha,2023,2,bhadrak,612055,2023-Q2
odisha,2023,2,kendujhar,598879,2023-Q2
odisha,2023,2,mayurbhanj,544278,2023-Q2
odisha,2023,4,khordha,2480213,2023-Q4
odisha,2023,4,cuttack,1401267,2023-Q4
odisha,2023,4,ganjam,1305472,2023-Q4
odisha,2023,4,baleshwar,1004861,2023-Q4
odisha,2023,4,jajapur,878546,2023-Q4
odisha,2023,4,sundargarh,813266,2023-Q4
odisha,2023,4,puri,775121,2023-Q4
odisha,2023,4,bhadrak,662206,2023-Q4
odisha,2023,4,kendujhar,649376,2023-Q4
odisha,2023,4,mayurbhanj,591163,2023-Q4
odisha,2023,1,khordha,2220922,2023-Q1
odisha,2023,1,cuttack,1246094,2023-Q1
odisha,2023,1,ganjam,1156695,2023-Q1
odisha,2023,1,baleshwar,890218,2023-Q1
odisha,2023,1,jajapur,779435,2023-Q1
odisha,2023,1,sundargarh,721849,2023-Q1
odisha,2023,1,puri,687988,2023-Q1
odisha,2023,1,bhadrak,587089,2023-Q1
odisha,2023,1,kendujhar,573097,2023-Q1
odisha,2023,1,mayurbhanj,519691,2023-Q1
odisha,2020,3,khordha,1232760,2020-Q3
odisha,2020,3,cuttack,676102,2020-Q3
odisha,2020,3,ganjam,611699,2020-Q3
odisha,2020,3,baleshwar,481741,2020-Q3
odisha,2020,3,jajapur,417525,2020-Q3
odisha,2020,3,sundargarh,381666,2020-Q3
odisha,2020,3,puri,369877,2020-Q3
odisha,2020,3,bhadrak,314312,2020-Q3
odisha,2020,3,kendujhar,302384,2020-Q3
odisha,2020,3,mayurbhanj,270844,2020-Q3
odisha,2020,2,khordha,1152010,2020-Q2
odisha,2020,2,cuttack,624922,2020-Q2
odisha,2020,2,ganjam,560047,2020-Q2
odisha,2020,2,baleshwar,445299,2020-Q2
odisha,2020,2,jajapur,387797,2020-Q2
odisha,2020,2,sundargarh,346937,2020-Q2
odisha,2020,2,puri,338770,2020-Q2
odisha,2020,2,bhadrak,289015,2020-Q2
odisha,2020,2,kendujhar,277734,2020-Q2
odisha,2020,2,anugul,248700,2020-Q2
odisha,2020,4,khordha,1323794,2020-Q4
odisha,2020,4,cuttack,732786,2020-Q4
odisha,2020,4,ganjam,669973,2020-Q4
odisha,2020,4,baleshwar,520429,2020-Q4
odisha,2020,4,jajapur,451339,2020-Q4
odisha,2020,4,sundargarh,418311,2020-Q4
odisha,2020,4,puri,402457,2020-Q4
odisha,2020,4,bhadrak,342034,2020-Q4
odisha,2020,4,kendujhar,328498,2020-Q4
odisha,2020,4,mayurbhanj,295929,2020-Q4
odisha,2020,1,khordha,1083466,2020-Q1
odisha,2020,1,cuttack,578471,2020-Q1
odisha,2020,1,ganjam,512643,2020-Q1
odisha,2020,1,baleshwar,410789,2020-Q1
odisha,2020,1,jajapur,359087,2020-Q1
odisha,2020,1,sundargarh,313040,2020-Q1
odisha,2020,1,puri,311477,2020-Q1
odisha,2020,1,bhadrak,265259,2020-Q1
odisha,2020,1,kendujhar,253988,2020-Q1
odisha,2020,1,anugul,228339,2020-Q1
odisha,2019,3,khordha,916565,2019-Q3
odisha,2019,3,cuttack,472851,2019-Q3
odisha,2019,3,ganjam,414068,2019-Q3
odisha,2019,3,baleshwar,329289,2019-Q3
odisha,2019,3,jajapur,290776,2019-Q3
odisha,2019,3,sundargarh,253356,2019-Q3
odisha,2019,3,puri,247141,2019-Q3
odisha,2019,3,bhadrak,208757,2019-Q3
odisha,2019,3,kendujhar,208218,2019-Q3
odisha,2019,3,anugul,187022,2019-Q3
odisha,2019,2,khordha,826007,2019-Q2
odisha,2019,2,cuttack,417809,2019-Q2
odisha,2019,2,ganjam,373530,2019-Q2
odisha,2019,2,baleshwar,299757,2019-Q2
odisha,2019,2,jajapur,260311,2019-Q2
odisha,2019,2,sundargarh,226776,2019-Q2
odisha,2019,2,puri,217206,2019-Q2
odisha,2019,2,kendujhar,188657,2019-Q2
odisha,2019,2,bhadrak,187084,2019-Q2
odisha,2019,2,anugul,169261,2019-Q2
odisha,2019,4,khordha,1014134,2019-Q4
odisha,2019,4,cuttack,534970,2019-Q4
odisha,2019,4,ganjam,469522,2019-Q4
odisha,2019,4,baleshwar,377976,2019-Q4
odisha,2019,4,jajapur,332074,2019-Q4
odisha,2019,4,puri,285955,2019-Q4
odisha,2019,4,sundargarh,284913,2019-Q4
odisha,2019,4,bhadrak,243586,2019-Q4
odisha,2019,4,kendujhar,234041,2019-Q4
odisha,2019,4,anugul,211167,2019-Q4
odisha,2019,1,khordha,745457,2019-Q1
odisha,2019,1,cuttack,372513,2019-Q1
odisha,2019,1,ganjam,332190,2019-Q1
odisha,2019,1,baleshwar,271095,2019-Q1
odisha,2019,1,jajapur,236643,2019-Q1
odisha,2019,1,sundargarh,198716,2019-Q1
odisha,2019,1,puri,195690,2019-Q1
odisha,2019,1,kendujhar,167750,2019-Q1
odisha,2019,1,bhadrak,166600,2019-Q1
odisha,2019,1,anugul,150627,2019-Q1
odisha,2022,3,khordha,2025108,2022-Q3
odisha,2022,3,cuttack,1135881,2022-Q3
odisha,2022,3,ganjam,1054407,2022-Q3
odisha,2022,3,baleshwar,812109,2022-Q3
odisha,2022,3,jajapur,709685,2022-Q3
odisha,2022,3,sundargarh,658859,2022-Q3
odisha,2022,3,puri,627710,2022-Q3
odisha,2022,3,bhadrak,535581,2022-Q3
odisha,2022,3,kendujhar,523219,2022-Q3
odisha,2022,3,mayurbhanj,475312,2022-Q3
odisha,2022,2,khordha,1924289,2022-Q2
odisha,2022,2,cuttack,1077286,2022-Q2
odisha,2022,2,ganjam,999398,2022-Q2
odisha,2022,2,baleshwar,769737,2022-Q2
odisha,2022,2,jajapur,672209,2022-Q2
odisha,2022,2,sundargarh,625606,2022-Q2
odisha,2022,2,puri,595694,2022-Q2
odisha,2022,2,bhadrak,507695,2022-Q2
odisha,2022,2,kendujhar,496154,2022-Q2
odisha,2022,2,mayurbhanj,451049,2022-Q2
odisha,2022,4,khordha,2124474,2022-Q4
odisha,2022,4,cuttack,1190925,2022-Q4
odisha,2022,4,ganjam,1105095,2022-Q4
odisha,2022,4,baleshwar,850800,2022-Q4
odisha,2022,4,jajapur,743948,2022-Q4
odisha,2022,4,sundargarh,689753,2022-Q4
odisha,2022,4,puri,657668,2022-Q4
odisha,2022,4,bhadrak,560896,2022-Q4
odisha,2022,4,kendujhar,547019,2022-Q4
odisha,2022,4,mayurbhanj,495920,2022-Q4
odisha,2022,1,khordha,1827307,2022-Q1
odisha,2022,1,cuttack,1021526,2022-Q1
odisha,2022,1,ganjam,946066,2022-Q1
odisha,2022,1,baleshwar,728990,2022-Q1
odisha,2022,1,jajapur,636291,2022-Q1
odisha,2022,1,sundargarh,592346,2022-Q1
odisha,2022,1,puri,564442,2022-Q1
odisha,2022,1,bhadrak,481063,2022-Q1
odisha,2022,1,kendujhar,469295,2022-Q1
odisha,2022,1,mayurbhanj,426398,2022-Q1
delhi,2021,3,west,1785309,2021-Q3
delhi,2021,3,south east delhi,1441462,2021-Q3
delhi,2021,3,north west,1254464,2021-Q3
delhi,2021,3,new delhi,1185588,2021-Q3
delhi,2021,3,central delhi,1184217,2021-Q3
delhi,2021,3,north,1022251,2021-Q3
delhi,2021,3,south west,971552,2021-Q3
delhi,2021,3,east,898137,2021-Q3
delhi,2021,3,south,855177,2021-Q3
delhi,2021,3,shahdara,730209,2021-Q3
delhi,2021,2,west,1666267,2021-Q2
delhi,2021,2,south east delhi,1346063,2021-Q2
delhi,2021,2,north west,1170137,2021-Q2
delhi,2021,2,new delhi,1108471,2021-Q2
delhi,2021,2,central delhi,1105640,2021-Q2
delhi,2021,2,north,952374,2021-Q2
delhi,2021,2,south west,906878,2021-Q2
delhi,2021,2,east,839185,2021-Q2
delhi,2021,2,south,799590,2021-Q2
delhi,2021,2,shahdara,681073,2021-Q2
delhi,2021,4,west,1905278,2021-Q4
delhi,2021,4,south east delhi,1537814,2021-Q4
delhi,2021,4,north west,1339480,2021-Q4
delhi,2021,4,central delhi,1263911,2021-Q4
delhi,2021,4,new delhi,1263818,2021-Q4
delhi,2021,4,north,1093028,2021-Q4
delhi,2021,4,south west,1036466,2021-Q4
delhi,2021,4,east,957392,2021-Q4
delhi,2021,4,south,911399,2021-Q4
delhi,2021,4,shahdara,779798,2021-Q4
delhi,2021,1,west,1559112,2021-Q1
delhi,2021,1,south east delhi,1260645,2021-Q1
delhi,2021,1,north west,1094464,2021-Q1
delhi,2021,1,new delhi,1039016,2021-Q1
delhi,2021,1,central delhi,1035060,2021-Q1
delhi,2021,1,north,890194,2021-Q1
delhi,2021,1,south west,849223,2021-Q1
delhi,2021,1,east,786308,2021-Q1
delhi,2021,1,south,749173,2021-Q1
delhi,2021,1,shahdara,636908,2021-Q1
delhi,2018,3,west,515854,2018-Q3
delhi,2018,3,south east delhi,423177,2018-Q3
delhi,2018,3,north west,376806,2018-Q3
delhi,2018,3,new delhi,363140,2018-Q3
delhi,2018,3,central delhi,340549,2018-Q3
delhi,2018,3,south west,297663,2018-Q3
delhi,2018,3,north,290251,2018-Q3
delhi,2018,3,east,280847,2018-Q3
delhi,2018,3,south,264628,2018-Q3
delhi,2018,3,shahdara,192430,2018-Q3
delhi,2018,2,west,406877,2018-Q2
delhi,2018,2,south east delhi,333350,2018-Q2
delhi,2018,2,north west,294038,2018-Q2
delhi,2018,2,new delhi,282319,2018-Q2
delhi,2018,2,central delhi,267154,2018-Q2
delhi,2018,2,south west,236789,2018-Q2
delhi,2018,2,north,227958,2018-Q2
delhi,2018,2,east,221449,2018-Q2
delhi,2018,2,south,206935,2018-Q2
delhi,2018,2,shahdara,152113,2018-Q2
delhi,2018,4,west,686653,2018-Q4
delhi,2018,4,south east delhi,564640,2018-Q4
delhi,2018,4,north west,496928,2018-Q4
delhi,2018,4,new delhi,470991,2018-Q4
delhi,2018,4,central delhi,446787,2018-Q4
